original_row,source,rel,target
16437,Disease::DOID:3565,PRESENTS,Symptom::D003244
16438,Disease::DOID:11920,PRESENTS,Symptom::D001049
16439,Disease::DOID:1192,PRESENTS,Symptom::D006732
16440,Disease::DOID:7148,PRESENTS,Symptom::D011694
16441,Disease::DOID:3565,PRESENTS,Symptom::D020233
16442,Disease::DOID:10941,PRESENTS,Symptom::D002559
16443,Disease::DOID:2841,PRESENTS,Symptom::D020181
16444,Disease::DOID:2377,PRESENTS,Symptom::D000326
16445,Disease::DOID:1324,PRESENTS,Symptom::D006732
16446,Disease::DOID:263,PRESENTS,Symptom::D005221
16447,Disease::DOID:184,PRESENTS,Symptom::D010243
16448,Disease::DOID:10283,PRESENTS,Symptom::D059226
16449,Disease::DOID:3571,PRESENTS,Symptom::D015746
16450,Disease::DOID:2355,PRESENTS,Symptom::D015746
16451,Disease::DOID:1725,PRESENTS,Symptom::D015746
16452,Disease::DOID:1094,PRESENTS,Symptom::D012678
16453,Disease::DOID:2377,PRESENTS,Symptom::D010264
16454,Disease::DOID:1319,PRESENTS,Symptom::D007806
16455,Disease::DOID:5559,PRESENTS,Symptom::D012135
16456,Disease::DOID:1826,PRESENTS,Symptom::D013009
16457,Disease::DOID:3953,PRESENTS,Symptom::D014770
16458,Disease::DOID:10021,PRESENTS,Symptom::D000855
16459,Disease::DOID:1319,PRESENTS,Symptom::D008580
16460,Disease::DOID:3571,PRESENTS,Symptom::D015160
16461,Disease::DOID:784,PRESENTS,Symptom::D013651
16462,Disease::DOID:1826,PRESENTS,Symptom::D011602
16463,Disease::DOID:1319,PRESENTS,Symptom::D001259
16464,Disease::DOID:1115,PRESENTS,Symptom::D011693
16465,Disease::DOID:5419,PRESENTS,Symptom::D013064
16466,Disease::DOID:11054,PRESENTS,Symptom::D011141
16467,Disease::DOID:184,PRESENTS,Symptom::D001416
16468,Disease::DOID:7148,PRESENTS,Symptom::D037061
16469,Disease::DOID:2841,PRESENTS,Symptom::D003490
16470,Disease::DOID:1319,PRESENTS,Symptom::D020915
16471,Disease::DOID:2994,PRESENTS,Symptom::D012585
16472,Disease::DOID:418,PRESENTS,Symptom::D009461
16473,Disease::DOID:0050425,PRESENTS,Symptom::D020187
16474,Disease::DOID:1612,PRESENTS,Symptom::D010146
16475,Disease::DOID:4989,PRESENTS,Symptom::D006396
16476,Disease::DOID:1319,PRESENTS,Symptom::D012640
16477,Disease::DOID:10941,PRESENTS,Symptom::D015878
16478,Disease::DOID:14330,PRESENTS,Symptom::D001184
16479,Disease::DOID:3070,PRESENTS,Symptom::D008569
16480,Disease::DOID:3277,PRESENTS,Symptom::D006337
16481,Disease::DOID:12361,PRESENTS,Symptom::D005132
16482,Disease::DOID:1324,PRESENTS,Symptom::D015845
16483,Disease::DOID:216,PRESENTS,Symptom::D006209
16484,Disease::DOID:13499,PRESENTS,Symptom::D015746
16485,Disease::DOID:3070,PRESENTS,Symptom::D012585
16486,Disease::DOID:3070,PRESENTS,Symptom::D010264
16487,Disease::DOID:184,PRESENTS,Symptom::D059390
16488,Disease::DOID:3312,PRESENTS,Symptom::D013064
16489,Disease::DOID:2394,PRESENTS,Symptom::D053578
16490,Disease::DOID:4362,PRESENTS,Symptom::D001750
16491,Disease::DOID:8986,PRESENTS,Symptom::D020923
16492,Disease::DOID:10763,PRESENTS,Symptom::D011141
16493,Disease::DOID:3953,PRESENTS,Symptom::D005335
16494,Disease::DOID:11934,PRESENTS,Symptom::D034381
16495,Disease::DOID:635,PRESENTS,Symptom::D003371
16496,Disease::DOID:11934,PRESENTS,Symptom::D002558
16497,Disease::DOID:263,PRESENTS,Symptom::D010149
16498,Disease::DOID:2994,PRESENTS,Symptom::D012607
16499,Disease::DOID:2994,PRESENTS,Symptom::D004244
16500,Disease::DOID:1094,PRESENTS,Symptom::D001184
16501,Disease::DOID:1319,PRESENTS,Symptom::D009886
16502,Disease::DOID:0060119,PRESENTS,Symptom::D004433
16503,Disease::DOID:1826,PRESENTS,Symptom::D000377
16504,Disease::DOID:418,PRESENTS,Symptom::D018771
16505,Disease::DOID:1319,PRESENTS,Symptom::D009325
16506,Disease::DOID:332,PRESENTS,Symptom::D003371
16507,Disease::DOID:594,PRESENTS,Symptom::D007319
16508,Disease::DOID:1459,PRESENTS,Symptom::D006685
16509,Disease::DOID:8893,PRESENTS,Symptom::D010146
16510,Disease::DOID:332,PRESENTS,Symptom::D001259
16511,Disease::DOID:1192,PRESENTS,Symptom::D013651
16512,Disease::DOID:2994,PRESENTS,Symptom::D004487
16513,Disease::DOID:8986,PRESENTS,Symptom::D012892
16514,Disease::DOID:13241,PRESENTS,Symptom::D005335
16515,Disease::DOID:8398,PRESENTS,Symptom::D020069
16516,Disease::DOID:0050741,PRESENTS,Symptom::D000381
16517,Disease::DOID:12365,PRESENTS,Symptom::D005335
16518,Disease::DOID:1245,PRESENTS,Symptom::D014550
16519,Disease::DOID:0060119,PRESENTS,Symptom::D006732
16520,Disease::DOID:1725,PRESENTS,Symptom::D000006
16521,Disease::DOID:1024,PRESENTS,Symptom::D004487
16522,Disease::DOID:4362,PRESENTS,Symptom::D011602
16523,Disease::DOID:11119,PRESENTS,Symptom::D002375
16524,Disease::DOID:2596,PRESENTS,Symptom::D012135
16525,Disease::DOID:4362,PRESENTS,Symptom::D009325
16526,Disease::DOID:5612,PRESENTS,Symptom::D020886
16527,Disease::DOID:7148,PRESENTS,Symptom::D002100
16528,Disease::DOID:5419,PRESENTS,Symptom::D012678
16529,Disease::DOID:14004,PRESENTS,Symptom::D010264
16530,Disease::DOID:10871,PRESENTS,Symptom::D002832
16531,Disease::DOID:1612,PRESENTS,Symptom::D003967
16532,Disease::DOID:2377,PRESENTS,Symptom::D012893
16533,Disease::DOID:14221,PRESENTS,Symptom::D064250
16534,Disease::DOID:1192,PRESENTS,Symptom::D012678
16535,Disease::DOID:9835,PRESENTS,Symptom::D015354
16536,Disease::DOID:11934,PRESENTS,Symptom::D013064
16537,Disease::DOID:4159,PRESENTS,Symptom::D005132
16538,Disease::DOID:2174,PRESENTS,Symptom::D005132
16539,Disease::DOID:13223,PRESENTS,Symptom::D010146
16540,Disease::DOID:1595,PRESENTS,Symptom::D017699
16541,Disease::DOID:11934,PRESENTS,Symptom::D009886
16542,Disease::DOID:3310,PRESENTS,Symptom::D011602
16543,Disease::DOID:3070,PRESENTS,Symptom::D000860
16544,Disease::DOID:12361,PRESENTS,Symptom::D016553
16545,Disease::DOID:2531,PRESENTS,Symptom::D051474
16546,Disease::DOID:11934,PRESENTS,Symptom::D019462
16547,Disease::DOID:2531,PRESENTS,Symptom::D005221
16548,Disease::DOID:12361,PRESENTS,Symptom::D014786
16549,Disease::DOID:6364,PRESENTS,Symptom::D010291
16550,Disease::DOID:2994,PRESENTS,Symptom::D008580
16551,Disease::DOID:9074,PRESENTS,Symptom::D011697
16552,Disease::DOID:1964,PRESENTS,Symptom::D002524
16553,Disease::DOID:2174,PRESENTS,Symptom::D001766
16554,Disease::DOID:7693,PRESENTS,Symptom::D017116
16555,Disease::DOID:10941,PRESENTS,Symptom::D018458
16556,Disease::DOID:12930,PRESENTS,Symptom::D013575
16557,Disease::DOID:9074,PRESENTS,Symptom::D006261
16558,Disease::DOID:8986,PRESENTS,Symptom::D020177
16559,Disease::DOID:8577,PRESENTS,Symptom::D005183
16560,Disease::DOID:6364,PRESENTS,Symptom::D020922
16561,Disease::DOID:1595,PRESENTS,Symptom::D008569
16562,Disease::DOID:1319,PRESENTS,Symptom::D009207
16563,Disease::DOID:11476,PRESENTS,Symptom::D011782
16564,Disease::DOID:4045,PRESENTS,Symptom::D004172
16565,Disease::DOID:9970,PRESENTS,Symptom::D013851
16566,Disease::DOID:332,PRESENTS,Symptom::D007806
16567,Disease::DOID:0050741,PRESENTS,Symptom::D014839
16568,Disease::DOID:1324,PRESENTS,Symptom::D010146
16569,Disease::DOID:263,PRESENTS,Symptom::D020335
16570,Disease::DOID:5559,PRESENTS,Symptom::D010243
16571,Disease::DOID:3070,PRESENTS,Symptom::D018908
16572,Disease::DOID:5408,PRESENTS,Symptom::D009461
16573,Disease::DOID:1324,PRESENTS,Symptom::D018437
16574,Disease::DOID:13223,PRESENTS,Symptom::D053159
16575,Disease::DOID:9835,PRESENTS,Symptom::D011304
16576,Disease::DOID:14004,PRESENTS,Symptom::D013575
16577,Disease::DOID:7147,PRESENTS,Symptom::D014103
16578,Disease::DOID:2986,PRESENTS,Symptom::D011507
16579,Disease::DOID:12306,PRESENTS,Symptom::D019080
16580,Disease::DOID:12849,PRESENTS,Symptom::D004688
16581,Disease::DOID:3083,PRESENTS,Symptom::D020182
16582,Disease::DOID:2998,PRESENTS,Symptom::D001416
16583,Disease::DOID:332,PRESENTS,Symptom::D020385
16584,Disease::DOID:11119,PRESENTS,Symptom::D009207
16585,Disease::DOID:1612,PRESENTS,Symptom::D018771
16586,Disease::DOID:0060119,PRESENTS,Symptom::D002558
16587,Disease::DOID:635,PRESENTS,Symptom::D015746
16588,Disease::DOID:14330,PRESENTS,Symptom::D012021
16589,Disease::DOID:1909,PRESENTS,Symptom::D006930
16590,Disease::DOID:13241,PRESENTS,Symptom::D012877
16591,Disease::DOID:1115,PRESENTS,Symptom::D002100
16592,Disease::DOID:11119,PRESENTS,Symptom::D020323
16593,Disease::DOID:10941,PRESENTS,Symptom::D014786
16594,Disease::DOID:10534,PRESENTS,Symptom::D003967
16595,Disease::DOID:12306,PRESENTS,Symptom::D007565
16596,Disease::DOID:1459,PRESENTS,Symptom::D006319
16597,Disease::DOID:11615,PRESENTS,Symptom::D010148
16598,Disease::DOID:363,PRESENTS,Symptom::D000855
16599,Disease::DOID:1319,PRESENTS,Symptom::D003244
16600,Disease::DOID:13378,PRESENTS,Symptom::D005158
16601,Disease::DOID:1826,PRESENTS,Symptom::D011596
16602,Disease::DOID:1319,PRESENTS,Symptom::D009155
16603,Disease::DOID:3070,PRESENTS,Symptom::D005207
16604,Disease::DOID:6364,PRESENTS,Symptom::D003085
16605,Disease::DOID:12930,PRESENTS,Symptom::D000787
16606,Disease::DOID:1459,PRESENTS,Symptom::D003638
16607,Disease::DOID:5419,PRESENTS,Symptom::D005311
16608,Disease::DOID:14330,PRESENTS,Symptom::D012148
16609,Disease::DOID:14330,PRESENTS,Symptom::D020820
16610,Disease::DOID:418,PRESENTS,Symptom::D006942
16611,Disease::DOID:13499,PRESENTS,Symptom::D000006
16612,Disease::DOID:5559,PRESENTS,Symptom::D004487
16613,Disease::DOID:13223,PRESENTS,Symptom::D004415
16614,Disease::DOID:9008,PRESENTS,Symptom::D005221
16615,Disease::DOID:8986,PRESENTS,Symptom::D002385
16616,Disease::DOID:5419,PRESENTS,Symptom::D019954
16617,Disease::DOID:2355,PRESENTS,Symptom::D011696
16618,Disease::DOID:11476,PRESENTS,Symptom::D018908
16619,Disease::DOID:1319,PRESENTS,Symptom::D006423
16620,Disease::DOID:5612,PRESENTS,Symptom::D010264
16621,Disease::DOID:14330,PRESENTS,Symptom::D009127
16622,Disease::DOID:1459,PRESENTS,Symptom::D009120
16623,Disease::DOID:263,PRESENTS,Symptom::D021501
16624,Disease::DOID:635,PRESENTS,Symptom::D003693
16625,Disease::DOID:5612,PRESENTS,Symptom::D017116
16626,Disease::DOID:1612,PRESENTS,Symptom::D001835
16627,Disease::DOID:1245,PRESENTS,Symptom::D010146
16628,Disease::DOID:2174,PRESENTS,Symptom::D014823
16629,Disease::DOID:3953,PRESENTS,Symptom::D059606
16630,Disease::DOID:2994,PRESENTS,Symptom::D012678
16631,Disease::DOID:2355,PRESENTS,Symptom::D010167
16632,Disease::DOID:8778,PRESENTS,Symptom::D009325
16633,Disease::DOID:1595,PRESENTS,Symptom::D001037
16634,Disease::DOID:1024,PRESENTS,Symptom::D000370
16635,Disease::DOID:363,PRESENTS,Symptom::D005335
16636,Disease::DOID:10763,PRESENTS,Symptom::D001835
16637,Disease::DOID:3393,PRESENTS,Symptom::D017566
16638,Disease::DOID:5875,PRESENTS,Symptom::D005335
16639,Disease::DOID:0060119,PRESENTS,Symptom::D012891
16640,Disease::DOID:13223,PRESENTS,Symptom::D015746
16641,Disease::DOID:10941,PRESENTS,Symptom::D003655
16642,Disease::DOID:11612,PRESENTS,Symptom::D050177
16643,Disease::DOID:784,PRESENTS,Symptom::D005221
16644,Disease::DOID:1459,PRESENTS,Symptom::D001724
16645,Disease::DOID:10763,PRESENTS,Symptom::D006337
16646,Disease::DOID:2355,PRESENTS,Symptom::D009846
16647,Disease::DOID:5408,PRESENTS,Symptom::D004244
16648,Disease::DOID:10652,PRESENTS,Symptom::D009127
16649,Disease::DOID:4989,PRESENTS,Symptom::D017288
16650,Disease::DOID:7148,PRESENTS,Symptom::D005335
16651,Disease::DOID:1686,PRESENTS,Symptom::D002832
16652,Disease::DOID:9074,PRESENTS,Symptom::D009461
16653,Disease::DOID:1936,PRESENTS,Symptom::D001835
16654,Disease::DOID:3070,PRESENTS,Symptom::D000647
16655,Disease::DOID:1725,PRESENTS,Symptom::D003967
16656,Disease::DOID:2531,PRESENTS,Symptom::D011693
16657,Disease::DOID:784,PRESENTS,Symptom::D009461
16658,Disease::DOID:175,PRESENTS,Symptom::D000860
16659,Disease::DOID:1094,PRESENTS,Symptom::D013064
16660,Disease::DOID:3953,PRESENTS,Symptom::D017116
16661,Disease::DOID:0050425,PRESENTS,Symptom::D010292
16662,Disease::DOID:7148,PRESENTS,Symptom::D001416
16663,Disease::DOID:2994,PRESENTS,Symptom::D006316
16664,Disease::DOID:9352,PRESENTS,Symptom::D018589
16665,Disease::DOID:2994,PRESENTS,Symptom::D002559
16666,Disease::DOID:12849,PRESENTS,Symptom::D003248
16667,Disease::DOID:1115,PRESENTS,Symptom::D010292
16668,Disease::DOID:2596,PRESENTS,Symptom::D004433
16669,Disease::DOID:0060119,PRESENTS,Symptom::D012135
16670,Disease::DOID:10283,PRESENTS,Symptom::D000860
16671,Disease::DOID:0060119,PRESENTS,Symptom::D014839
16672,Disease::DOID:11934,PRESENTS,Symptom::D004172
16673,Disease::DOID:11054,PRESENTS,Symptom::D005414
16674,Disease::DOID:2377,PRESENTS,Symptom::D009133
16675,Disease::DOID:2994,PRESENTS,Symptom::D006987
16676,Disease::DOID:9835,PRESENTS,Symptom::D003635
16677,Disease::DOID:2994,PRESENTS,Symptom::D001766
16678,Disease::DOID:2043,PRESENTS,Symptom::D016553
16679,Disease::DOID:2355,PRESENTS,Symptom::D010292
16680,Disease::DOID:1793,PRESENTS,Symptom::D041781
16681,Disease::DOID:1595,PRESENTS,Symptom::D006261
16682,Disease::DOID:9296,PRESENTS,Symptom::D001724
16683,Disease::DOID:1686,PRESENTS,Symptom::D003117
16684,Disease::DOID:11949,PRESENTS,Symptom::D001072
16685,Disease::DOID:1686,PRESENTS,Symptom::D004487
16686,Disease::DOID:2998,PRESENTS,Symptom::D014839
16687,Disease::DOID:4989,PRESENTS,Symptom::D004415
16688,Disease::DOID:8986,PRESENTS,Symptom::D012893
16689,Disease::DOID:3070,PRESENTS,Symptom::D003221
16690,Disease::DOID:10021,PRESENTS,Symptom::D014839
16691,Disease::DOID:9744,PRESENTS,Symptom::D018589
16692,Disease::DOID:2994,PRESENTS,Symptom::D065634
16693,Disease::DOID:10021,PRESENTS,Symptom::D000006
16694,Disease::DOID:14330,PRESENTS,Symptom::D055154
16695,Disease::DOID:7147,PRESENTS,Symptom::D006942
16696,Disease::DOID:14004,PRESENTS,Symptom::D006396
16697,Disease::DOID:14221,PRESENTS,Symptom::D009765
16698,Disease::DOID:1936,PRESENTS,Symptom::D020181
16699,Disease::DOID:12930,PRESENTS,Symptom::D005311
16700,Disease::DOID:1790,PRESENTS,Symptom::D010146
16701,Disease::DOID:3565,PRESENTS,Symptom::D005157
16702,Disease::DOID:5041,PRESENTS,Symptom::D002100
16703,Disease::DOID:332,PRESENTS,Symptom::D062706
16704,Disease::DOID:3083,PRESENTS,Symptom::D012893
16705,Disease::DOID:332,PRESENTS,Symptom::D012021
16706,Disease::DOID:11949,PRESENTS,Symptom::D009128
16707,Disease::DOID:11476,PRESENTS,Symptom::D051346
16708,Disease::DOID:12849,PRESENTS,Symptom::D003410
16709,Disease::DOID:2174,PRESENTS,Symptom::D004438
16710,Disease::DOID:8986,PRESENTS,Symptom::D007319
16711,Disease::DOID:4159,PRESENTS,Symptom::D011693
16712,Disease::DOID:5559,PRESENTS,Symptom::D006337
16713,Disease::DOID:216,PRESENTS,Symptom::D001724
16714,Disease::DOID:10534,PRESENTS,Symptom::D001835
16715,Disease::DOID:10283,PRESENTS,Symptom::D005414
16716,Disease::DOID:13241,PRESENTS,Symptom::D006311
16717,Disease::DOID:332,PRESENTS,Symptom::D014832
16718,Disease::DOID:9296,PRESENTS,Symptom::D006314
16719,Disease::DOID:12365,PRESENTS,Symptom::D023341
16720,Disease::DOID:2355,PRESENTS,Symptom::D006942
16721,Disease::DOID:1826,PRESENTS,Symptom::D053609
16722,Disease::DOID:1790,PRESENTS,Symptom::D015431
16723,Disease::DOID:2998,PRESENTS,Symptom::D010264
16724,Disease::DOID:1312,PRESENTS,Symptom::D007625
16725,Disease::DOID:8778,PRESENTS,Symptom::D017116
16726,Disease::DOID:2596,PRESENTS,Symptom::D006685
16727,Disease::DOID:12365,PRESENTS,Symptom::D012166
16728,Disease::DOID:11119,PRESENTS,Symptom::D011596
16729,Disease::DOID:14004,PRESENTS,Symptom::D001416
16730,Disease::DOID:3083,PRESENTS,Symptom::D009133
16731,Disease::DOID:0060119,PRESENTS,Symptom::D014832
16732,Disease::DOID:2355,PRESENTS,Symptom::D041781
16733,Disease::DOID:4045,PRESENTS,Symptom::D014313
16734,Disease::DOID:5408,PRESENTS,Symptom::D006314
16735,Disease::DOID:7148,PRESENTS,Symptom::D001259
16736,Disease::DOID:11054,PRESENTS,Symptom::D010264
16737,Disease::DOID:0050742,PRESENTS,Symptom::D005311
16738,Disease::DOID:8778,PRESENTS,Symptom::D009912
16739,Disease::DOID:5419,PRESENTS,Symptom::D009155
16740,Disease::DOID:1024,PRESENTS,Symptom::D020233
16741,Disease::DOID:5612,PRESENTS,Symptom::D012585
16742,Disease::DOID:1245,PRESENTS,Symptom::D012877
16743,Disease::DOID:1993,PRESENTS,Symptom::D014549
16744,Disease::DOID:332,PRESENTS,Symptom::D009222
16745,Disease::DOID:1192,PRESENTS,Symptom::D004244
16746,Disease::DOID:2994,PRESENTS,Symptom::D002832
16747,Disease::DOID:784,PRESENTS,Symptom::D000472
16748,Disease::DOID:14004,PRESENTS,Symptom::D018908
16749,Disease::DOID:3953,PRESENTS,Symptom::D007024
16750,Disease::DOID:11934,PRESENTS,Symptom::D000860
16751,Disease::DOID:13223,PRESENTS,Symptom::D001247
16752,Disease::DOID:5041,PRESENTS,Symptom::D004415
16753,Disease::DOID:12849,PRESENTS,Symptom::D007806
16754,Disease::DOID:6364,PRESENTS,Symptom::D020078
16755,Disease::DOID:9744,PRESENTS,Symptom::D004314
16756,Disease::DOID:11934,PRESENTS,Symptom::D009461
16757,Disease::DOID:11934,PRESENTS,Symptom::D003967
16758,Disease::DOID:4989,PRESENTS,Symptom::D011695
16759,Disease::DOID:1993,PRESENTS,Symptom::D010146
16760,Disease::DOID:1612,PRESENTS,Symptom::D012678
16761,Disease::DOID:10534,PRESENTS,Symptom::D004614
16762,Disease::DOID:8893,PRESENTS,Symptom::D011602
16763,Disease::DOID:3393,PRESENTS,Symptom::D054058
16764,Disease::DOID:3571,PRESENTS,Symptom::D041781
16765,Disease::DOID:12930,PRESENTS,Symptom::D005183
16766,Disease::DOID:1024,PRESENTS,Symptom::D006941
16767,Disease::DOID:1192,PRESENTS,Symptom::D006312
16768,Disease::DOID:13241,PRESENTS,Symptom::D001766
16769,Disease::DOID:14221,PRESENTS,Symptom::D059411
16770,Disease::DOID:1612,PRESENTS,Symptom::D059352
16771,Disease::DOID:0050156,PRESENTS,Symptom::D012135
16772,Disease::DOID:3070,PRESENTS,Symptom::D001259
16773,Disease::DOID:11934,PRESENTS,Symptom::D002637
16774,Disease::DOID:0050156,PRESENTS,Symptom::D003371
16775,Disease::DOID:0050741,PRESENTS,Symptom::D003117
16776,Disease::DOID:14268,PRESENTS,Symptom::D015746
16777,Disease::DOID:184,PRESENTS,Symptom::D005158
16778,Disease::DOID:12236,PRESENTS,Symptom::D007565
16779,Disease::DOID:8577,PRESENTS,Symptom::D018771
16780,Disease::DOID:5408,PRESENTS,Symptom::D010146
16781,Disease::DOID:3277,PRESENTS,Symptom::D018908
16782,Disease::DOID:2174,PRESENTS,Symptom::D005130
16783,Disease::DOID:5612,PRESENTS,Symptom::D009128
16784,Disease::DOID:2994,PRESENTS,Symptom::D005334
16785,Disease::DOID:0050742,PRESENTS,Symptom::D017288
16786,Disease::DOID:1319,PRESENTS,Symptom::D000857
16787,Disease::DOID:11949,PRESENTS,Symptom::D055964
16788,Disease::DOID:7148,PRESENTS,Symptom::D006314
16789,Disease::DOID:2994,PRESENTS,Symptom::D001416
16790,Disease::DOID:1192,PRESENTS,Symptom::D037061
16791,Disease::DOID:5041,PRESENTS,Symptom::D014826
16792,Disease::DOID:11119,PRESENTS,Symptom::D011595
16793,Disease::DOID:1094,PRESENTS,Symptom::D010468
16794,Disease::DOID:7147,PRESENTS,Symptom::D009461
16795,Disease::DOID:0050741,PRESENTS,Symptom::D009133
16796,Disease::DOID:2994,PRESENTS,Symptom::D012877
16797,Disease::DOID:3565,PRESENTS,Symptom::D004172
16798,Disease::DOID:10652,PRESENTS,Symptom::D020233
16799,Disease::DOID:1459,PRESENTS,Symptom::D003128
16800,Disease::DOID:12849,PRESENTS,Symptom::D008607
16801,Disease::DOID:2998,PRESENTS,Symptom::D004314
16802,Disease::DOID:184,PRESENTS,Symptom::D009461
16803,Disease::DOID:594,PRESENTS,Symptom::D006985
16804,Disease::DOID:1324,PRESENTS,Symptom::D010292
16805,Disease::DOID:1993,PRESENTS,Symptom::D053159
16806,Disease::DOID:3393,PRESENTS,Symptom::D060050
16807,Disease::DOID:11934,PRESENTS,Symptom::D004417
16808,Disease::DOID:8986,PRESENTS,Symptom::D020188
16809,Disease::DOID:14221,PRESENTS,Symptom::D056128
16810,Disease::DOID:184,PRESENTS,Symptom::D005132
16811,Disease::DOID:2355,PRESENTS,Symptom::D014884
16812,Disease::DOID:11949,PRESENTS,Symptom::D018888
16813,Disease::DOID:1793,PRESENTS,Symptom::D010146
16814,Disease::DOID:3565,PRESENTS,Symptom::D015875
16815,Disease::DOID:10652,PRESENTS,Symptom::D020078
16816,Disease::DOID:5875,PRESENTS,Symptom::D003085
16817,Disease::DOID:363,PRESENTS,Symptom::D005334
16818,Disease::DOID:1094,PRESENTS,Symptom::D020323
16819,Disease::DOID:4159,PRESENTS,Symptom::D010149
16820,Disease::DOID:10763,PRESENTS,Symptom::D011507
16821,Disease::DOID:1459,PRESENTS,Symptom::D018980
16822,Disease::DOID:0050741,PRESENTS,Symptom::D001835
16823,Disease::DOID:9352,PRESENTS,Symptom::D001724
16824,Disease::DOID:11119,PRESENTS,Symptom::D004421
16825,Disease::DOID:2986,PRESENTS,Symptom::D006942
16826,Disease::DOID:1115,PRESENTS,Symptom::D009325
16827,Disease::DOID:2355,PRESENTS,Symptom::D005335
16828,Disease::DOID:332,PRESENTS,Symptom::D000381
16829,Disease::DOID:9074,PRESENTS,Symptom::D000006
16830,Disease::DOID:7147,PRESENTS,Symptom::D005132
16831,Disease::DOID:10534,PRESENTS,Symptom::D004884
16832,Disease::DOID:10871,PRESENTS,Symptom::D004487
16833,Disease::DOID:1612,PRESENTS,Symptom::D005221
16834,Disease::DOID:5408,PRESENTS,Symptom::D013746
16835,Disease::DOID:3121,PRESENTS,Symptom::D007565
16836,Disease::DOID:10941,PRESENTS,Symptom::D014717
16837,Disease::DOID:2377,PRESENTS,Symptom::D020233
16838,Disease::DOID:3565,PRESENTS,Symptom::D010291
16839,Disease::DOID:1595,PRESENTS,Symptom::D007859
16840,Disease::DOID:12930,PRESENTS,Symptom::D002303
16841,Disease::DOID:2994,PRESENTS,Symptom::D006311
16842,Disease::DOID:3070,PRESENTS,Symptom::D004411
16843,Disease::DOID:1909,PRESENTS,Symptom::D014839
16844,Disease::DOID:11119,PRESENTS,Symptom::D007859
16845,Disease::DOID:10941,PRESENTS,Symptom::D012166
16846,Disease::DOID:10534,PRESENTS,Symptom::D005414
16847,Disease::DOID:9352,PRESENTS,Symptom::D017566
16848,Disease::DOID:12930,PRESENTS,Symptom::D052120
16849,Disease::DOID:11920,PRESENTS,Symptom::D004417
16850,Disease::DOID:6364,PRESENTS,Symptom::D014717
16851,Disease::DOID:3571,PRESENTS,Symptom::D011696
16852,Disease::DOID:4159,PRESENTS,Symptom::D011539
16853,Disease::DOID:8398,PRESENTS,Symptom::D059352
16854,Disease::DOID:11934,PRESENTS,Symptom::D006396
16855,Disease::DOID:5419,PRESENTS,Symptom::D015430
16856,Disease::DOID:10283,PRESENTS,Symptom::D010149
16857,Disease::DOID:2994,PRESENTS,Symptom::D014770
16858,Disease::DOID:2994,PRESENTS,Symptom::D005483
16859,Disease::DOID:2994,PRESENTS,Symptom::D055154
16860,Disease::DOID:1793,PRESENTS,Symptom::D058568
16861,Disease::DOID:12849,PRESENTS,Symptom::D001259
16862,Disease::DOID:10941,PRESENTS,Symptom::D004244
16863,Disease::DOID:11934,PRESENTS,Symptom::D009325
16864,Disease::DOID:11920,PRESENTS,Symptom::D006469
16865,Disease::DOID:11949,PRESENTS,Symptom::D010291
16866,Disease::DOID:10534,PRESENTS,Symptom::D005221
16867,Disease::DOID:216,PRESENTS,Symptom::D014098
16868,Disease::DOID:1826,PRESENTS,Symptom::D020828
16869,Disease::DOID:13378,PRESENTS,Symptom::D015746
16870,Disease::DOID:9835,PRESENTS,Symptom::D012166
16871,Disease::DOID:2994,PRESENTS,Symptom::D058447
16872,Disease::DOID:1936,PRESENTS,Symptom::D056128
16873,Disease::DOID:3277,PRESENTS,Symptom::D003371
16874,Disease::DOID:6364,PRESENTS,Symptom::D053591
16875,Disease::DOID:9744,PRESENTS,Symptom::D000419
16876,Disease::DOID:2994,PRESENTS,Symptom::D010292
16877,Disease::DOID:3070,PRESENTS,Symptom::D009155
16878,Disease::DOID:1826,PRESENTS,Symptom::D006429
16879,Disease::DOID:14330,PRESENTS,Symptom::D020923
16880,Disease::DOID:10652,PRESENTS,Symptom::D007806
16881,Disease::DOID:4159,PRESENTS,Symptom::D010292
16882,Disease::DOID:10941,PRESENTS,Symptom::D014823
16883,Disease::DOID:8577,PRESENTS,Symptom::D000006
16884,Disease::DOID:11934,PRESENTS,Symptom::D005158
16885,Disease::DOID:4045,PRESENTS,Symptom::D010148
16886,Disease::DOID:11054,PRESENTS,Symptom::D015746
16887,Disease::DOID:5419,PRESENTS,Symptom::D006212
16888,Disease::DOID:2377,PRESENTS,Symptom::D005222
16889,Disease::DOID:11476,PRESENTS,Symptom::D008998
16890,Disease::DOID:14004,PRESENTS,Symptom::D018437
16891,Disease::DOID:14004,PRESENTS,Symptom::D010291
16892,Disease::DOID:7693,PRESENTS,Symptom::D054068
16893,Disease::DOID:3312,PRESENTS,Symptom::D017109
16894,Disease::DOID:175,PRESENTS,Symptom::D054160
16895,Disease::DOID:5041,PRESENTS,Symptom::D006396
16896,Disease::DOID:784,PRESENTS,Symptom::D007926
16897,Disease::DOID:1826,PRESENTS,Symptom::D005334
16898,Disease::DOID:2394,PRESENTS,Symptom::D014839
16899,Disease::DOID:1595,PRESENTS,Symptom::D003693
16900,Disease::DOID:1024,PRESENTS,Symptom::D012021
16901,Disease::DOID:2355,PRESENTS,Symptom::D011507
16902,Disease::DOID:12306,PRESENTS,Symptom::D001260
16903,Disease::DOID:1826,PRESENTS,Symptom::D015518
